player,team,nation,pos,age,born,league,season,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_MP_playing_time,Playing Time_Min_playing_time,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_playing_time,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Joel Ward,Crystal Palace,ENG,DF,33,1989,ENG-Premier League,2324,26,23,1980,22.0,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,22.0,0,10,0,0.0,0.45,0.0,0.0,,0,0,26,1980.0,76.0,57.9,22.0,23,85.0,19,3,6.0,5,1.19,23.0,34.0,-11.0,-0.5,-1.12,22.0,4,0,0,22,6,0,22,13,28,,,1
Jordan Ayew,Crystal Palace,GHA,"MF,FW",31,1991,ENG-Premier League,2324,35,30,2543,28.3,4,7,11,4,0,0,9,1,0.14,0.25,0.39,0.14,0.39,28.3,4,48,20,41.7,1.7,0.71,0.08,0.2,0,0,35,2543.0,73.0,74.4,28.3,30,82.0,17,5,19.0,1,1.29,33.0,37.0,-4.0,-0.14,-0.45,28.3,9,1,1,47,93,7,97,17,37,,,0
Marc Guéhi,Crystal Palace,ENG,DF,23,2000,ENG-Premier League,2324,25,23,2021,22.5,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,22.5,0,5,0,0.0,0.22,0.0,0.0,,0,0,25,2021.0,81.0,59.1,22.5,23,86.0,19,2,17.0,0,1.32,30.0,32.0,-2.0,-0.09,-0.15,22.5,2,0,0,14,26,0,3,15,16,,,0
Matheus França,Crystal Palace,BRA,MF,19,2004,ENG-Premier League,2324,10,1,232,2.6,0,1,1,0,0,0,1,0,0.0,0.39,0.39,0.0,0.39,2.6,0,8,2,25.0,3.1,0.78,0.0,0.0,0,0,10,232.0,23.0,6.8,2.6,1,83.0,0,9,17.0,9,0.7,7.0,7.0,0.0,0.0,0.03,2.6,1,0,0,5,2,2,14,1,3,,,0
Michael Olise,Crystal Palace,FRA,"MF,FW",21,2001,ENG-Premier League,2324,19,14,1275,14.2,10,6,16,9,1,1,0,0,0.71,0.42,1.13,0.64,1.06,14.2,10,57,21,36.8,4.02,1.48,0.16,0.43,1,1,19,1275.0,67.0,37.3,14.2,14,85.0,9,5,18.0,0,1.47,34.0,19.0,15.0,1.06,1.73,14.2,0,0,0,13,43,2,95,9,10,,,0
Naouirou Ahamada,Crystal Palace,FRA,MF,21,2002,ENG-Premier League,2324,20,0,349,3.9,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,3.9,0,9,2,22.2,2.32,0.52,0.0,0.0,0,0,20,349.0,17.0,10.2,3.9,0,,0,20,17.0,14,0.85,13.0,14.0,-1.0,-0.26,-0.26,3.9,4,1,1,9,6,1,6,2,9,,,0
Nathaniel Clyne,Crystal Palace,ENG,DF,32,1991,ENG-Premier League,2324,19,14,1338,14.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14.9,0,4,0,0.0,0.27,0.0,0.0,,0,0,19,1338.0,70.0,39.1,14.9,14,87.0,10,5,24.0,18,1.53,31.0,16.0,15.0,1.01,1.7,14.9,0,0,0,6,3,0,9,9,15,,,0
Odsonne Édouard,Crystal Palace,FRA,"FW,MF",25,1998,ENG-Premier League,2324,30,17,1555,17.3,7,0,7,7,0,0,4,0,0.41,0.0,0.41,0.41,0.41,17.3,7,51,19,37.3,2.95,1.1,0.14,0.37,0,0,30,1555.0,52.0,45.5,17.3,17,81.0,5,13,14.0,3,1.23,14.0,24.0,-10.0,-0.58,-1.01,17.3,4,0,0,31,22,9,10,5,12,,,0
Tyrick Mitchell,Crystal Palace,ENG,"DF,MF",23,1999,ENG-Premier League,2324,37,37,3204,35.6,2,3,5,2,0,0,6,0,0.06,0.08,0.14,0.06,0.14,35.6,2,12,4,33.3,0.34,0.11,0.17,0.5,0,0,37,3204.0,87.0,93.7,35.6,37,87.0,31,0,,0,1.32,52.0,55.0,-3.0,-0.08,-0.92,35.6,6,0,0,22,16,1,69,24,59,,,0
Will Hughes,Crystal Palace,ENG,MF,28,1995,ENG-Premier League,2324,30,23,1891,21.0,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,21.0,0,8,3,37.5,0.38,0.14,0.0,0.0,0,0,30,1891.0,63.0,55.3,21.0,23,78.0,8,7,15.0,1,1.23,29.0,37.0,-8.0,-0.38,-0.79,21.0,6,0,0,39,30,1,30,18,33,,,0
Abdoulaye Doucouré,Everton,MLI,MF,30,1993,ENG-Premier League,2324,32,32,2629,29.2,7,1,8,7,0,0,7,0,0.24,0.03,0.27,0.24,0.27,29.2,7,47,23,48.9,1.61,0.79,0.15,0.3,0,0,32,2629.0,82.0,76.9,29.2,32,82.0,17,0,,0,1.44,33.0,35.0,-2.0,-0.07,0.96,29.2,7,0,0,53,8,21,26,16,28,,,0
Alex Iwobi,Everton,NGA,MF,27,1996,ENG-Premier League,2324,2,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6,0,4,2,50.0,2.57,1.29,0.0,0.0,0,0,2,140.0,70.0,4.1,1.6,2,70.0,1,0,,0,0.0,0.0,4.0,-4.0,-2.57,-2.38,1.6,0,0,0,0,0,3,10,1,0,,,0
Amadou Onana,Everton,BEL,MF,21,2001,ENG-Premier League,2324,30,23,2091,23.2,2,0,2,2,0,0,5,0,0.09,0.0,0.09,0.09,0.09,23.2,2,29,6,20.7,1.25,0.26,0.07,0.33,0,0,30,2091.0,70.0,61.1,23.2,23,83.0,16,7,27.0,1,1.1,21.0,37.0,-16.0,-0.69,-1.03,23.2,5,0,0,37,45,1,3,19,39,,,0
André Gomes,Everton,POR,MF,30,1993,ENG-Premier League,2324,12,3,508,5.6,1,0,1,1,0,0,4,0,0.18,0.0,0.18,0.18,0.18,5.6,1,8,4,50.0,1.42,0.71,0.13,0.25,0,0,12,508.0,42.0,14.9,5.6,3,73.0,1,9,32.0,4,0.92,6.0,7.0,-1.0,-0.18,0.13,5.6,4,0,0,17,5,0,27,3,4,,,0
Arnaut Danjuma,Everton,NED,"MF,FW",26,1997,ENG-Premier League,2324,14,5,595,6.6,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,0,0,14,595.0,43.0,17.4,6.6,5,84.0,2,9,19.0,14,0.43,3.0,10.0,-7.0,-1.06,-0.93,6.6,0,0,0,6,5,3,10,3,4,,,0
Ashley Young,Everton,ENG,"DF,MF",38,1985,ENG-Premier League,2324,31,27,2280,25.3,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,25.3,0,13,2,15.4,0.51,0.08,0.0,0.0,0,0,31,2280.0,74.0,66.7,25.3,27,81.0,14,4,21.0,1,1.32,28.0,33.0,-5.0,-0.2,0.28,25.3,7,1,1,33,24,1,98,22,36,,,1
Ben Godfrey,Everton,ENG,DF,25,1998,ENG-Premier League,2324,15,13,1120,12.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,12.4,0,15,4,26.7,1.21,0.32,0.0,0.0,0,0,15,1120.0,75.0,32.7,12.4,13,86.0,10,2,1.0,23,1.07,12.0,13.0,-1.0,-0.08,0.31,12.4,2,0,0,8,6,2,21,16,21,,,0
Beto,Everton,GNB,FW,25,1998,ENG-Premier League,2324,30,9,951,10.6,3,0,3,3,0,1,2,0,0.28,0.0,0.28,0.28,0.28,10.6,3,43,13,30.2,4.07,1.23,0.07,0.23,0,1,30,951.0,32.0,27.8,10.6,9,72.0,2,21,15.0,2,1.2,16.0,20.0,-4.0,-0.38,-0.12,10.6,2,0,0,21,19,10,5,1,6,,,0
Dominic Calvert-Lewin,Everton,ENG,FW,26,1997,ENG-Premier League,2324,32,26,2171,24.1,7,2,9,5,2,2,2,0,0.29,0.08,0.37,0.21,0.29,24.1,7,73,31,42.5,3.03,1.29,0.07,0.16,2,2,32,2171.0,68.0,63.5,24.1,26,78.0,4,6,26.0,0,1.28,26.0,27.0,-1.0,-0.04,0.68,24.1,2,0,0,31,32,24,3,4,6,,,0
Dwight McNeil,Everton,ENG,MF,23,1999,ENG-Premier League,2324,35,33,2892,32.1,3,6,9,3,0,0,2,0,0.09,0.19,0.28,0.09,0.28,32.1,3,57,15,26.3,1.77,0.47,0.05,0.2,0,0,35,2892.0,83.0,84.6,32.1,33,86.0,24,2,22.0,0,1.37,37.0,38.0,-1.0,-0.03,1.67,32.1,2,0,0,18,33,4,229,20,27,,,0
Idrissa Gana Gueye,Everton,SEN,MF,33,1989,ENG-Premier League,2324,25,24,1884,20.9,4,0,4,4,0,0,8,0,0.19,0.0,0.19,0.19,0.19,20.9,4,26,7,26.9,1.24,0.33,0.15,0.57,0,0,25,1884.0,75.0,55.1,20.9,24,77.0,12,1,45.0,3,1.36,23.0,26.0,-3.0,-0.14,0.33,20.9,8,0,0,35,31,0,10,28,41,,,0
Jack Harrison,Everton,ENG,MF,26,1996,ENG-Premier League,2324,29,25,2214,24.6,3,3,6,3,0,0,1,0,0.12,0.12,0.24,0.12,0.24,24.6,3,34,9,26.5,1.38,0.37,0.09,0.33,0,0,29,2214.0,76.0,64.7,24.6,25,84.0,17,4,31.0,1,1.38,27.0,25.0,2.0,0.08,1.05,24.6,1,0,0,20,31,1,82,11,22,,,0
James Garner,Everton,ENG,MF,22,2001,ENG-Premier League,2324,37,34,3004,33.4,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,33.4,1,41,11,26.8,1.23,0.33,0.02,0.09,0,0,37,3004.0,81.0,87.8,33.4,34,86.0,29,3,22.0,0,1.22,36.0,47.0,-11.0,-0.33,-0.33,33.4,7,0,0,39,43,3,113,46,42,,,0
James Tarkowski,Everton,ENG,DF,30,1992,ENG-Premier League,2324,38,38,3419,38.0,1,1,2,1,0,0,11,0,0.03,0.03,0.05,0.03,0.05,38.0,1,25,5,20.0,0.66,0.13,0.04,0.2,0,0,38,3419.0,90.0,100.0,38.0,38,90.0,37,0,,0,1.26,40.0,51.0,-11.0,-0.29,-0.29,38.0,11,0,0,45,25,1,6,55,42,,,0
Jarrad Branthwaite,Everton,ENG,DF,21,2002,ENG-Premier League,2324,35,35,3116,34.6,3,0,3,3,0,0,8,0,0.09,0.0,0.09,0.09,0.09,34.6,3,14,4,28.6,0.4,0.12,0.21,0.75,0,0,35,3116.0,89.0,91.1,34.6,35,89.0,34,0,,2,1.29,38.0,44.0,-6.0,-0.17,1.31,34.6,8,0,0,25,19,5,1,48,33,,,0
Lewis Dobbin,Everton,ENG,MF,20,2003,ENG-Premier League,2324,12,1,232,2.6,1,0,1,1,0,0,1,0,0.39,0.0,0.39,0.39,0.39,2.6,1,5,2,40.0,1.94,0.78,0.2,0.5,0,0,12,232.0,19.0,6.8,2.6,1,65.0,0,11,15.0,16,0.92,2.0,3.0,-1.0,-0.39,-0.11,2.6,1,0,0,3,6,0,6,1,7,,,0
Lewis Warrington,Everton,ENG,MF,20,2002,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,7,3.0,0.0,0.0,0.0,0.0,0.29,0.0,0,0,0,0,0,0,0,0,0,,,0
Michael Keane,Everton,ENG,DF,30,1993,ENG-Premier League,2324,9,4,439,4.9,1,0,1,1,0,0,2,0,0.21,0.0,0.21,0.21,0.21,4.9,1,6,4,66.7,1.23,0.82,0.17,0.25,0,0,9,439.0,49.0,12.8,4.9,4,83.0,3,5,21.0,26,0.67,2.0,13.0,-11.0,-2.26,-2.26,4.9,2,0,0,5,0,0,0,5,3,,,0
Nathan Patterson,Everton,SCO,DF,21,2001,ENG-Premier League,2324,20,9,1005,11.2,0,2,2,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,11.2,0,4,0,0.0,0.36,0.0,0.0,,0,0,20,1005.0,50.0,29.4,11.2,9,87.0,8,11,20.0,12,1.05,12.0,21.0,-9.0,-0.81,-0.73,11.2,4,0,0,18,5,1,32,11,25,,,0
Neal Maupay,Everton,FRA,FW,26,1996,ENG-Premier League,2324,2,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,0,5,4,80.0,4.05,3.24,0.0,0.0,0,0,2,111.0,56.0,3.2,1.2,1,71.0,0,1,40.0,1,0.0,0.0,1.0,-1.0,-0.81,-0.54,1.2,0,0,0,1,0,2,0,0,0,,,0
Séamus Coleman,Everton,IRL,DF,34,1988,ENG-Premier League,2324,12,7,665,7.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.4,0,0,0,,0.0,0.0,,,0,0,12,665.0,55.0,19.4,7.4,7,80.0,5,5,21.0,6,1.08,5.0,10.0,-5.0,-0.68,-0.48,7.4,0,0,0,6,5,0,12,7,14,,,1
Thomas Cannon,Everton,IRL,FW,20,2002,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0,0,0,0,0,0,0,0,0,,,0
Tyler Onyango,Everton,ENG,MF,20,2003,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,4,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0,0,0,0,0,0,0,0,0,,,0
Vitaliy Mykolenko,Everton,UKR,DF,24,1999,ENG-Premier League,2324,28,28,2469,27.4,2,0,2,2,0,0,1,0,0.07,0.0,0.07,0.07,0.07,27.4,2,26,5,19.2,0.95,0.18,0.08,0.4,0,0,28,2469.0,88.0,72.2,27.4,28,88.0,25,0,,4,1.32,30.0,37.0,-7.0,-0.26,0.12,27.4,1,0,0,23,9,1,56,34,37,,,0
Youssef Chermiti,Everton,POR,FW,19,2004,ENG-Premier League,2324,18,1,208,2.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.3,0,7,2,28.6,3.03,0.87,0.0,0.0,0,0,18,208.0,12.0,6.1,2.3,1,89.0,0,17,7.0,18,1.33,3.0,4.0,-1.0,-0.43,-0.15,2.3,3,0,0,11,4,6,0,1,2,,,0
Adama Traoré,Fulham,ESP,MF,27,1996,ENG-Premier League,2324,17,1,377,4.2,2,3,5,2,0,0,2,0,0.48,0.72,1.19,0.48,1.19,4.2,2,11,7,63.6,2.63,1.67,0.18,0.29,0,0,17,377.0,22.0,11.0,4.2,1,78.0,0,16,19.0,2,1.06,11.0,13.0,-2.0,-0.48,-0.36,4.2,2,0,0,5,4,0,26,1,3,,,0
Aleksandar Mitrović,Fulham,SRB,FW,28,1994,ENG-Premier League,2324,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,2,1,50.0,5.45,2.73,0.0,0.0,0,0,1,33.0,33.0,1.0,0.4,0,,0,1,33.0,0,3.0,1.0,0.0,1.0,2.73,2.91,0.4,0,0,0,0,0,0,0,0,0,,,0
Alex Iwobi,Fulham,NGA,MF,27,1996,ENG-Premier League,2324,30,25,2192,24.4,5,2,7,5,0,0,2,0,0.21,0.08,0.29,0.21,0.29,24.4,5,51,18,35.3,2.09,0.74,0.1,0.28,0,0,30,2192.0,73.0,64.1,24.4,25,81.0,9,5,34.0,0,1.27,38.0,38.0,0.0,0.0,0.44,24.4,2,0,0,12,5,5,62,15,16,,,0
Andreas Pereira,Fulham,BRA,MF,27,1996,ENG-Premier League,2324,37,34,2613,29.0,3,7,10,3,0,0,6,0,0.1,0.24,0.34,0.1,0.34,29.0,3,52,16,30.8,1.79,0.55,0.06,0.19,0,0,37,2613.0,71.0,76.4,29.0,34,74.0,5,3,28.0,1,1.19,39.0,40.0,-1.0,-0.03,0.52,29.0,6,0,0,22,26,3,219,4,13,,,0
Antonee Robinson,Fulham,USA,DF,25,1997,ENG-Premier League,2324,37,37,3265,36.3,0,6,6,0,0,0,6,0,0.0,0.17,0.17,0.0,0.17,36.3,0,16,7,43.8,0.44,0.19,0.0,0.0,0,0,37,3265.0,88.0,95.5,36.3,37,88.0,32,0,,0,1.19,52.0,60.0,-8.0,-0.22,-1.38,36.3,6,0,0,34,20,3,133,81,56,,,2
Armando Broja,Fulham,ALB,FW,21,2001,ENG-Premier League,2324,8,0,88,1.0,0,1,1,0,0,0,0,0,0.0,1.02,1.02,0.0,1.02,1.0,0,0,0,,0.0,0.0,,,0,0,8,88.0,11.0,2.6,1.0,0,,0,8,11.0,4,1.38,2.0,4.0,-2.0,-2.05,-1.94,1.0,0,0,0,5,3,0,1,0,0,,,0
Bobby De Cordova-Reid,Fulham,JAM,"MF,FW",30,1993,ENG-Premier League,2324,33,17,1423,15.8,6,2,8,6,0,0,4,0,0.38,0.13,0.51,0.38,0.51,15.8,6,33,8,24.2,2.09,0.51,0.18,0.75,0,0,33,1423.0,43.0,41.6,15.8,17,69.0,1,16,16.0,5,1.24,22.0,29.0,-7.0,-0.44,-0.49,15.8,4,0,0,16,25,4,35,5,14,,,0
Calvin Bassey,Fulham,NGA,DF,23,1999,ENG-Premier League,2324,29,25,2303,25.6,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04,25.6,1,5,2,40.0,0.2,0.08,0.2,0.5,0,0,29,2303.0,79.0,67.3,25.6,25,90.0,24,4,15.0,4,1.31,44.0,42.0,2.0,0.08,0.72,25.6,6,1,1,15,11,2,3,27,29,,,0
Carlos Vinícius,Fulham,BRA,FW,28,1995,ENG-Premier League,2324,13,2,315,3.5,2,0,2,2,0,0,2,0,0.57,0.0,0.57,0.57,0.57,3.5,2,9,5,55.6,2.57,1.43,0.22,0.4,0,0,13,315.0,24.0,9.2,3.5,2,61.0,0,11,18.0,7,1.23,6.0,5.0,1.0,0.29,0.49,3.5,2,0,0,4,2,6,1,0,2,,,0
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",26,1997,ENG-Premier League,2324,6,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0,,0.0,0.0,,,0,0,6,71.0,12.0,2.1,0.8,0,,0,6,12.0,16,2.0,2.0,1.0,1.0,1.27,1.46,0.8,1,0,0,4,2,0,5,3,2,,,0
Harrison Reed,Fulham,ENG,MF,28,1995,ENG-Premier League,2324,27,15,1325,14.7,0,2,2,0,0,0,6,0,0.0,0.14,0.14,0.0,0.14,14.7,0,9,2,22.2,0.61,0.14,0.0,0.0,0,0,27,1325.0,49.0,38.7,14.7,15,78.0,6,12,13.0,10,1.52,22.0,23.0,-1.0,-0.07,0.15,14.7,6,0,0,26,10,0,19,9,17,,,0
Harry Wilson,Fulham,WAL,"MF,FW",26,1997,ENG-Premier League,2324,35,16,1620,18.0,4,6,10,4,0,0,6,0,0.22,0.33,0.56,0.22,0.56,18.0,4,40,13,32.5,2.22,0.72,0.1,0.31,0,0,35,1620.0,46.0,47.4,18.0,16,76.0,5,19,22.0,1,1.26,21.0,30.0,-9.0,-0.5,-0.65,18.0,6,0,0,21,40,5,42,9,13,,,0
Issa Diop,Fulham,MAR,DF,26,1997,ENG-Premier League,2324,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,15.8,0,5,1,20.0,0.32,0.06,0.0,0.0,0,0,18,1424.0,79.0,41.6,15.8,16,88.0,13,2,11.0,3,1.28,12.0,25.0,-13.0,-0.82,-1.14,15.8,4,1,1,17,4,0,0,17,14,,,0
João Palhinha,Fulham,POR,MF,28,1995,ENG-Premier League,2324,33,31,2699,30.0,4,1,5,4,0,0,13,0,0.13,0.03,0.17,0.13,0.17,30.0,4,44,13,29.5,1.47,0.43,0.09,0.31,0,0,33,2699.0,82.0,78.9,30.0,31,86.0,18,2,23.0,0,1.06,43.0,46.0,-3.0,-0.1,0.27,30.0,13,0,0,52,56,2,5,48,77,,,0
Kenny Tete,Fulham,NED,DF,27,1995,ENG-Premier League,2324,14,10,867,9.6,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,9.6,1,4,1,25.0,0.42,0.1,0.25,1.0,0,0,14,867.0,62.0,25.4,9.6,10,82.0,5,4,13.0,14,1.07,14.0,21.0,-7.0,-0.73,-0.76,9.6,2,0,0,16,12,0,23,16,19,,,0
Luke Harris,Fulham,WAL,MF,18,2005,ENG-Premier League,2324,1,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,1,100.0,1.2,1.2,0.0,0.0,0,0,1,75.0,75.0,2.2,0.8,0,,0,1,75.0,4,0.0,1.0,5.0,-4.0,-4.8,-4.75,0.8,0,0,0,2,2,0,0,0,1,,,0
Raúl Jiménez,Fulham,MEX,FW,32,1991,ENG-Premier League,2324,24,18,1395,15.5,7,0,7,7,0,0,3,1,0.45,0.0,0.45,0.45,0.45,15.5,7,41,17,41.5,2.65,1.1,0.17,0.41,0,0,24,1395.0,58.0,40.8,15.5,18,71.0,4,6,19.0,5,1.25,25.0,26.0,-1.0,-0.06,0.16,15.5,3,1,0,17,21,12,7,4,12,,,0
Rodrigo Muniz,Fulham,BRA,FW,22,2001,ENG-Premier League,2324,26,18,1593,17.7,9,1,10,9,0,0,1,0,0.51,0.06,0.56,0.51,0.56,17.7,9,73,27,37.0,4.12,1.53,0.12,0.33,0,0,26,1593.0,61.0,46.6,17.7,18,80.0,7,8,18.0,7,1.04,24.0,27.0,-3.0,-0.17,-0.02,17.7,1,0,0,25,34,4,2,6,4,,,0
Saša Lukić,Fulham,SRB,MF,26,1996,ENG-Premier League,2324,24,13,1122,12.5,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,12.5,1,13,3,23.1,1.04,0.24,0.08,0.33,0,0,24,1122.0,47.0,32.8,12.5,13,77.0,5,11,12.0,9,1.08,14.0,20.0,-6.0,-0.48,-0.48,12.5,3,0,0,27,9,0,3,14,21,,,0
Tim Ream,Fulham,USA,DF,35,1987,ENG-Premier League,2324,18,17,1503,16.7,1,0,1,1,0,0,4,1,0.06,0.0,0.06,0.06,0.06,16.7,1,1,1,100.0,0.06,0.06,1.0,1.0,0,0,18,1503.0,84.0,43.9,16.7,17,87.0,15,1,16.0,13,1.22,24.0,29.0,-5.0,-0.3,-0.25,16.7,4,1,1,8,6,1,1,26,9,,,0
Timothy Castagne,Fulham,BEL,DF,27,1995,ENG-Premier League,2324,34,29,2634,29.3,1,3,4,1,0,0,3,0,0.03,0.1,0.14,0.03,0.14,29.3,1,14,5,35.7,0.48,0.17,0.07,0.2,0,0,34,2634.0,77.0,77.0,29.3,29,88.0,25,5,16.0,1,1.26,41.0,40.0,1.0,0.03,0.84,29.3,3,0,0,22,11,3,50,37,25,,,0
Tom Cairney,Fulham,SCO,MF,32,1991,ENG-Premier League,2324,34,14,1488,16.5,1,4,5,1,0,0,3,0,0.06,0.24,0.3,0.06,0.3,16.5,1,17,8,47.1,1.03,0.48,0.06,0.13,0,0,34,1488.0,44.0,43.5,16.5,14,77.0,6,20,21.0,4,1.18,28.0,27.0,1.0,0.06,0.39,16.5,3,0,0,15,23,0,25,12,17,,,1
Tosin Adarabioyo,Fulham,ENG,DF,25,1997,ENG-Premier League,2324,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.11,0.0,0.11,0.11,0.11,18.0,2,14,5,35.7,0.78,0.28,0.14,0.4,0,0,20,1617.0,81.0,47.3,18.0,18,90.0,17,2,2.0,2,1.4,28.0,25.0,3.0,0.17,0.62,18.0,2,0,0,10,5,0,2,24,12,,,0
Willian,Fulham,BRA,"MF,FW",34,1988,ENG-Premier League,2324,31,24,2053,22.8,4,2,6,2,2,2,1,0,0.18,0.09,0.26,0.09,0.18,22.8,4,45,18,40.0,1.97,0.79,0.04,0.11,2,2,31,2053.0,66.0,60.0,22.8,24,77.0,9,7,29.0,2,1.29,33.0,28.0,5.0,0.22,0.94,22.8,1,0,0,9,30,1,75,9,11,,,0
Alexis Mac Allister,Liverpool,ARG,MF,24,1998,ENG-Premier League,2324,33,31,2599,28.9,5,5,10,4,1,1,7,1,0.17,0.17,0.35,0.14,0.31,28.9,5,44,9,20.5,1.52,0.31,0.09,0.44,1,1,33,2599.0,79.0,76.0,28.9,31,83.0,17,2,17.0,0,2.15,62.0,34.0,28.0,0.97,-0.89,28.9,7,1,0,53,47,0,31,32,52,,,0
Andrew Robertson,Liverpool,SCO,DF,29,1994,ENG-Premier League,2324,23,18,1693,18.8,3,2,5,3,0,0,2,0,0.16,0.11,0.27,0.16,0.27,18.8,3,12,7,58.3,0.64,0.37,0.25,0.43,0,0,23,1693.0,74.0,49.5,18.8,18,86.0,14,5,28.0,0,2.04,43.0,22.0,21.0,1.12,-0.13,18.8,2,0,0,9,5,3,184,13,25,,,0
Ben Gannon-Doak,Liverpool,SCO,MF,17,2005,ENG-Premier League,2324,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,1,14.0,14.0,0.4,0.2,0,,0,1,14.0,8,1.0,0.0,0.0,0.0,0.0,-1.19,0.2,0,0,0,0,0,0,0,0,0,,,0
Bobby Clark,Liverpool,ENG,MF,18,2005,ENG-Premier League,2324,5,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,0,0.0,2.02,0.0,0.0,,0,0,5,89.0,18.0,2.6,1.0,1,59.0,0,4,8.0,6,3.0,2.0,0.0,2.0,2.02,0.86,1.0,0,0,0,4,3,0,0,1,1,,,0
Cody Gakpo,Liverpool,NED,"FW,MF",24,1999,ENG-Premier League,2324,35,17,1649,18.3,8,5,13,8,0,0,1,0,0.44,0.27,0.71,0.44,0.71,18.3,8,66,24,36.4,3.6,1.31,0.12,0.33,0,0,35,1649.0,47.0,48.2,18.3,17,73.0,3,18,23.0,0,2.23,52.0,19.0,33.0,1.8,1.19,18.3,1,0,0,28,38,8,21,11,18,,,0
Conor Bradley,Liverpool,NIR,DF,20,2003,ENG-Premier League,2324,11,10,753,8.4,1,3,4,1,0,0,2,0,0.12,0.36,0.48,0.12,0.48,8.4,1,12,4,33.3,1.43,0.48,0.08,0.25,0,0,11,753.0,68.0,22.0,8.4,10,73.0,2,1,20.0,8,2.36,18.0,7.0,11.0,1.31,0.17,8.4,2,0,0,8,12,2,18,10,25,,,1
